%time,field.layout.data_offset,field.data0,field.data1,field.data2
3000000,0,0.0,0.0,0.0
5000000,0,0.0,0.0,0.0
6000000,0,0.0,0.0,0.0
6000000,0,0.0,0.0,0.0
7000000,0,0.0,0.0,0.0
9000000,0,0.0,0.0,0.0
10000000,0,0.0,0.0,0.0
11000000,0,0.0,0.0,0.0
12000000,0,0.0,0.0,0.0
13000000,0,0.0,0.0,0.0
14000000,0,0.0,0.0,0.0
16000000,0,0.0,0.0,0.0
17000000,0,0.0,0.0,0.0
17000000,0,0.0,0.0,0.0
18000000,0,0.0,0.0,0.0
19000000,0,0.0,0.0,0.0
20000000,0,0.0,0.0,0.0
21000000,0,0.0,0.0,0.0
22000000,0,0.0,0.0,0.0
23000000,0,0.0,0.0,0.0
24000000,0,0.0,0.0,0.0
25000000,0,0.0,0.0,0.0
26000000,0,0.0,0.0,0.0
28000000,0,0.0,0.0,0.0
29000000,0,0.0,0.0,0.0
29000000,0,0.0,0.0,0.0
30000000,0,0.0,0.0,0.0
31000000,0,0.0,0.0,0.0
32000000,0,0.0,0.0,0.0
33000000,0,0.0,0.0,0.0
34000000,0,0.0,0.0,0.0
35000000,0,0.0,0.0,0.0
36000000,0,0.0,0.0,0.0
37000000,0,0.0,0.0,0.0
38000000,0,0.0,0.0,0.0
40000000,0,0.0,0.0,0.0
41000000,0,0.0,0.0,0.0
42000000,0,0.0,0.0,0.0
42000000,0,0.0,0.0,0.0
43000000,0,0.0,0.0,0.0
44000000,0,0.0,0.0,0.0
45000000,0,0.0,0.0,0.0
46000000,0,0.0,0.0,0.0
47000000,0,0.0,0.0,0.0
48000000,0,0.0,0.0,0.0
49000000,0,0.0,0.0,0.0
51000000,0,0.0,0.0,0.0
52000000,0,0.0,0.0,0.0
54000000,0,0.0,0.0,0.0
54000000,0,0.0,0.0,0.0
54000000,0,0.0,0.0,0.0
55000000,0,0.0,0.0,0.0
56000000,0,0.0,0.0,0.0
57000000,0,0.0,0.0,0.0
58000000,0,0.0,0.0,0.0
59000000,0,0.0,0.0,0.0
60000000,0,0.0,0.0,0.0
61000000,0,0.0,0.0,0.0
62000000,0,0.0,0.0,0.0
64000000,0,0.0,0.0,0.0
64000000,0,0.0,0.0,0.0
66000000,0,0.0,0.0,0.0
66000000,0,0.0,0.0,0.0
67000000,0,0.0,0.0,0.0
68000000,0,0.0,0.0,0.0
69000000,0,0.0,0.0,0.0
70000000,0,0.0,0.0,0.0
71000000,0,0.0,0.0,0.0
72000000,0,0.0,0.0,0.0
73000000,0,0.0,0.0,0.0
74000000,0,0.0,0.0,0.0
75000000,0,0.0,0.0,0.0
76000000,0,0.0,0.0,0.0
77000000,0,0.0,0.0,0.0
78000000,0,0.0,0.0,0.0
80000000,0,0.0,0.0,0.0
80000000,0,0.0,0.0,0.0
81000000,0,0.0,0.0,0.0
82000000,0,0.0,0.0,0.0
83000000,0,0.0,0.0,0.0
84000000,0,0.0,0.0,0.0
85000000,0,0.0,0.0,0.0
86000000,0,0.0,0.0,0.0
87000000,0,0.0,0.0,0.0
88000000,0,0.0,0.0,0.0
89000000,0,0.0,0.0,0.0
90000000,0,0.0,0.0,0.0
92000000,0,0.0,0.0,0.0
93000000,0,0.0,0.0,0.0
93000000,0,0.0,0.0,0.0
94000000,0,0.0,0.0,0.0
95000000,0,0.0,0.0,0.0
96000000,0,0.0,0.0,0.0
97000000,0,0.0,0.0,0.0
98000000,0,0.0,0.0,0.0
99000000,0,0.0,0.0,0.0
100000000,0,0.0,0.0,0.0
101000000,0,0.0,0.0,0.0
102000000,0,0.0,0.0,0.0
104000000,0,0.0,0.0,0.0
105000000,0,0.0,0.0,0.0
105000000,0,0.0,0.0,0.0
106000000,0,0.0,0.0,0.0
108000000,0,0.0,0.0,0.0
108000000,0,0.0,0.0,0.0
109000000,0,0.0,0.0,0.0
110000000,0,0.0,0.0,0.0
111000000,0,0.0,0.0,0.0
112000000,0,0.0,0.0,0.0
113000000,0,0.0,0.0,0.0
114000000,0,0.0,0.0,0.0
115000000,0,0.0,0.0,0.0
117000000,0,0.0,0.0,0.0
118000000,0,0.0,0.0,0.0
118000000,0,0.0,0.0,0.0
119000000,0,0.0,0.0,0.0
120000000,0,0.0,0.0,0.0
121000000,0,0.0,0.0,0.0
122000000,0,0.0,0.0,0.0
123000000,0,0.0,0.0,0.0
124000000,0,0.0,0.0,0.0
125000000,0,0.0,0.0,0.0
126000000,0,0.0,0.0,0.0
127000000,0,0.0,0.0,0.0
128000000,0,0.0,0.0,0.0
129000000,0,0.0,0.0,0.0
130000000,0,0.0,0.0,0.0
132000000,0,0.0,0.0,0.0
133000000,0,0.0,0.0,0.0
133000000,0,0.0,0.0,0.0
134000000,0,0.0,0.0,0.0
135000000,0,0.0,0.0,0.0
136000000,0,0.0,0.0,0.0
137000000,0,0.0,0.0,0.0
138000000,0,0.0,0.0,0.0
139000000,0,0.0,0.0,0.0
140000000,0,0.0,0.0,0.0
141000000,0,0.0,0.0,0.0
142000000,0,0.0,0.0,0.0
143000000,0,0.0,0.0,0.0
144000000,0,0.0,0.0,0.0
145000000,0,0.0,0.0,0.0
146000000,0,0.0,0.0,0.0
148000000,0,0.0,0.0,0.0
148000000,0,0.0,0.0,0.0
150000000,0,0.0,0.0,0.0
150000000,0,0.0,0.0,0.0
151000000,0,0.0,0.0,0.0
152000000,0,0.0,0.0,0.0
153000000,0,0.0,0.0,0.0
154000000,0,0.0,0.0,0.0
155000000,0,0.0,0.0,0.0
156000000,0,0.0,0.0,0.0
157000000,0,0.0,0.0,0.0
158000000,0,0.0,0.0,0.0
159000000,0,0.0,0.0,0.0
160000000,0,0.0,0.0,0.0
161000000,0,0.0,0.0,0.0
163000000,0,0.0,0.0,0.0
164000000,0,0.0,0.0,0.0
164000000,0,0.0,0.0,0.0
165000000,0,0.0,0.0,0.0
167000000,0,0.0,0.0,0.0
167000000,0,0.0,0.0,0.0
168000000,0,0.0,0.0,0.0
169000000,0,0.0,0.0,0.0
170000000,0,0.0,0.0,0.0
171000000,0,0.0,0.0,0.0
172000000,0,0.0,0.0,0.0
173000000,0,0.0,0.0,0.0
175000000,0,0.0,0.0,0.0
175000000,0,0.0,0.0,0.0
176000000,0,0.0,0.0,0.0
177000000,0,0.0,0.0,0.0
178000000,0,0.0,0.0,0.0
179000000,0,0.0,0.0,0.0
180000000,0,0.0,0.0,0.0
181000000,0,0.0,0.0,0.0
182000000,0,0.0,0.0,0.0
183000000,0,0.0,0.0,0.0
184000000,0,0.0,0.0,0.0
185000000,0,0.0,0.0,0.0
186000000,0,0.0,0.0,0.0
187000000,0,0.0,0.0,0.0
188000000,0,0.0,0.0,0.0
190000000,0,0.0,0.0,0.0
191000000,0,0.0,0.0,0.0
191000000,0,0.0,0.0,0.0
192000000,0,0.0,0.0,0.0
193000000,0,0.0,0.0,0.0
194000000,0,0.0,0.0,0.0
195000000,0,0.0,0.0,0.0
